id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email
1124;Aline Reis;909.290.741-92;;27/11/1951;2;0LKOI8YK;True;07/05/2024 09:41;beatrizmata17;30/07/2024 10:13;arthurluz;17/09/2024 16:59;diegosales;5,551195E+12;leandro@yahoo.com.br
1125;Heloísa Mendes;81.848.409/8691-09;;08/11/1948;1;NOHUC7PR;False;;;05/05/2025 16:39;laraduarte;30/01/2024 10:07;eduardooliveira;5,558195E+12;andre@gmail.com
1126;Dra. Giovanna Conceição;880.733.992-73;F;29/06/1974;2;;False;;;19/10/2023 04:31;brunorezende;15/11/2024 15:07;eduardonascimento;5,556197E+12;camila20@bol.com.br
1127;Dr. Catarina Monteiro Luz;494.120.187-30;;14/05/1953;2;;False;;;20/11/2024 12:58;joaogomes;22/11/2023 12:31;beatrizporto62;5,556200E+12;leonardo57@yahoo.com.br
1128;Dra. Carlos Pedro Melo;559.582.161-21;O;27/09/2002;1;;True;07/04/2024 04:25;igornovaes3;07/06/2024 10:37;nicoledias;07/06/2024 10:37;nicoledias;5,554192E+12;rafaela31@bol.com.br
1129;Dr. Juan Monteiro;409.044.984-53;;08/10/1967;1;;False;;;04/04/2024 22:05;henriqueconceicao;04/04/2024 22:05;henriqueconceicao;5,555194E+12;ana62@bol.com.br
1130;Vinicius Giovanna Aragão;45.936.125/6540-50;;29/04/2003;1;3E09LPZ9;False;;;18/11/2023 12:57;patriciacampos;19/12/2023 06:16;larissanascimento18;5,555194E+12;isabella68@hotmail.com
1131;Rafael Sales;656.085.422-77;O;20/08/1985;1;;True;02/04/2025 23:54;yasminrocha;03/01/2025 14:06;leandrocavalcanti48;05/11/2024 18:03;leonardoluz79;5,555193E+12;alexandre58@yahoo.com.br
1132;Aurora Gonçalves Barros;75.918.260/0689-78;F;12/12/1986;2;B7CU6VWS;True;24/10/2023 22:10;viniciusduarte50;10/10/2024 08:23;alinemoreira;22/01/2025 00:44;enzodias;5,555194E+12;julia14@hotmail.com
1133;Sra. Noah Moura Luz;572.164.302-76;M;05/08/1945;2;;True;06/05/2025 10:19;nicoleluz85;06/03/2024 20:44;arthurpaz;28/03/2025 13:08;nicolegoncalves71;5,558199E+12;renan75@uol.com.br
1134;Dr. Isabella Jesus Carvalho;33.691.009/5727-81;;05/10/1949;1;;True;22/03/2024 18:46;gabrielfarias50;03/06/2024 06:35;laralima43;03/06/2024 06:35;laralima43;5,558192E+12;yasmin@gmail.com
1135;Sra. Carolina Porto;574.915.912-09;;17/12/1950;1;;True;09/11/2023 20:12;melissasantos;15/02/2024 10:06;ricardocavalcanti;15/02/2024 10:06;ricardocavalcanti;5,554198E+12;leandro@ig.com.br
1136;Dra. Bryan Mendes;873.392.001-05;M;08/07/1967;1;3P49C6N2;False;;;19/03/2024 18:43;leticiasilva;19/02/2024 10:47;patriciaconceicao56;5,556197E+12;matheus@gmail.com
1137;Dra. Renan Ferreira;528.782.211-85;;05/06/1968;1;;True;16/06/2024 16:05;rafaelapeixoto;11/05/2024 09:32;nicolesilveira;05/11/2024 00:39;larissasantos;5,553195E+12;alice@uol.com.br
1138;Pedro Renan Teixeira;887.472.172-95;O;24/04/1945;2;74KCVLAX;False;;;02/11/2023 21:22;fernandamoraes;02/11/2023 21:22;fernandamoraes;5,557200E+12;lucas@bol.com.br
1139;Dr. Alice Yasmin Barbosa;464.177.325-75;;02/11/1952;1;;False;;;19/09/2024 10:45;juliafogaca30;30/01/2025 05:14;sophiaaragao;5,552200E+12;juliana56@yahoo.com.br
1140;Francisco Isis Aragão;290.257.369-06;;13/10/1992;2;C9JNYKMZ;True;18/11/2023 14:54;samuelpereira;27/12/2024 11:26;biancapaz13;21/03/2025 23:10;rafaelaribeiro;5,554198E+12;mariana41@hotmail.com
1141;Thales Vicente Aragão;754.031.902-77;M;14/10/1950;1;1FPZUY0R;False;;;21/11/2023 19:13;carloscorreia78;21/11/2023 19:13;carloscorreia78;5,555195E+12;leandro5@uol.com.br
1142;Srta. Lavínia Lopes;87.484.977/7800-42;;01/08/1967;2;NTYQYA8K;True;23/04/2025 14:46;danielanogueira;20/06/2024 13:10;rebecafarias83;20/06/2024 13:10;rebecafarias83;5,555196E+12;giovanna@bol.com.br
1143;Dr. Luiz Barbosa;42.398.039/2198-41;M;04/03/1967;1;;True;03/02/2025 18:28;leticiaviana;14/02/2025 07:21;andremoreira82;20/12/2023 01:05;brunomartins;5,556192E+12;amanda98@uol.com.br
1144;Heloísa Araújo;28.716.337/7760-36;F;27/10/1959;1;;True;26/01/2025 18:10;enzosales;10/12/2023 06:15;andrearaujo;06/03/2024 05:28;rebecapereira;5,556199E+12;eduardo12@bol.com.br
1145;Bruno Almeida;940.891.295-18;O;13/07/1997;1;3UL0RP1X;False;;;09/07/2024 21:59;patriciamoreira;13/10/2024 20:45;brunaporto;5,553199E+12;danilo77@ig.com.br
1146;Jéssica Amanda Aragão;346.944.725-49;F;27/07/1978;2;7TVW0TNP;True;26/10/2024 17:34;ceciliateixeira;09/02/2024 21:21;brunanunes;21/01/2025 15:10;bernardofernandes91;5,553193E+12;ana25@gmail.com
1147;Bruno Dias Farias;490.953.779-19;;27/11/1952;1;NS7PPFJ8;False;;;03/10/2023 16:53;thiagobarros29;03/10/2023 16:53;thiagobarros29;5,551191E+12;bernardo@uol.com.br
1148;Sr. Lavínia Moreira Pinto;99.403.730/5774-87;;09/12/1962;2;8OGNA6AO;True;06/06/2024 13:20;brunocampos;02/05/2025 08:02;vitormoreira16;09/11/2024 21:37;giovannadias57;5,556195E+12;juliana@bol.com.br
1149;Dra. Heloísa Monteiro;56.993.262/8466-99;F;06/05/2006;1;;True;20/11/2024 10:04;giovannapinto;25/08/2024 17:24;melissamartins36;25/08/2024 17:24;melissamartins36;5,557194E+12;patricia17@hotmail.com
1150;Pietro Pietro Martins;224.379.540-20;;11/07/1982;1;;False;;;15/09/2024 05:06;cecilialopes97;01/04/2025 03:56;lucasramos30;5,551195E+12;giovanna60@uol.com.br
1151;Carlos Mirella Peixoto;899.798.031-15;;13/12/1989;2;;False;;;19/10/2024 12:20;melissacardoso;08/01/2024 09:25;samuelfernandes75;5,555197E+12;danilo1@gmail.com
1152;Sra. Isabela Bianca Peixoto;056.254.106-99;F;04/12/1962;2;;False;;;24/02/2024 20:16;davimoura;24/02/2024 20:16;davimoura;5,556190E+12;jessica12@hotmail.com
1153;Noah Rodrigues;713.521.906-68;O;22/01/1963;1;DMCNP3HE;False;;;06/04/2024 00:26;leticiapires81;14/11/2024 21:55;rodrigoalmeida;5,553196E+12;ana96@hotmail.com
1154;Sr. Raul Paz;76.520.775/5731-54;M;03/07/1991;2;WLZ4L6H8;False;;;05/03/2024 08:38;melissamota15;05/03/2024 08:38;melissamota15;5,555198E+12;leonardo@gmail.com
1155;Murilo Martins Cruz;077.809.813-69;M;07/09/1947;2;;True;30/01/2024 17:40;carolinaviana;12/04/2024 05:20;samuelmoreira61;12/04/2024 05:20;samuelmoreira61;5,556200E+12;vitor15@bol.com.br
1156;Paulo Melo;190.794.916-36;O;24/11/1990;2;26F01KT7;True;30/03/2024 21:49;rafaelgomes;23/12/2023 17:12;gustavodias;23/12/2023 17:12;gustavodias;5,556196E+12;marcelo63@uol.com.br
1157;Lucca Igor Cunha;80.473.461/7490-50;M;22/09/1946;2;96T3B55H;True;26/10/2023 04:14;anasilva;09/03/2024 17:00;viniciuspeixoto74;01/12/2024 18:34;nicoleferreira95;5,556194E+12;aline@uol.com.br
1158;Sr. Théo Costa;940.465.181-41;M;09/04/1954;2;6Q8R9AFV;False;;;03/07/2024 03:57;vitorcruz;27/10/2023 10:20;biancafogaca56;5,556195E+12;marina85@gmail.com
1159;Nathan Fogaça;82.243.712/3188-93;;11/07/1986;1;;True;14/10/2024 06:25;davipinto10;11/12/2024 13:52;laracruz;21/09/2024 04:52;brunaazevedo;5,555191E+12;lara@gmail.com
1160;Dra. Bruno Nogueira Cunha;239.914.651-72;;09/09/1952;2;NFE06K7V;True;22/02/2024 10:45;mariapires82;16/04/2024 19:24;laurarezende92;16/04/2024 19:24;laurarezende92;5,551197E+12;melissa72@yahoo.com.br
1161;Sra. Nicole Araújo;92.763.148/5347-57;F;09/01/1999;2;CTFYPULA;False;;;10/07/2024 00:47;julianasantos56;08/11/2024 10:45;marianaalmeida56;5,557191E+12;marcelo@gmail.com
1162;Enzo Fernandes Castro;715.992.139-58;O;16/10/1945;1;FR9FG87M;False;;;13/03/2024 16:29;amandaporto;13/03/2024 16:29;amandaporto;5,551192E+12;arthur@gmail.com
1163;Srta. Vicente Gabriel Viana;993.924.330-69;;17/11/1946;2;866J9GQM;True;08/02/2024 01:20;miguelfarias;21/06/2024 01:10;amandacampos;08/04/2025 03:13;eduardoalves87;5,552191E+12;sophia35@yahoo.com.br
1164;Laura Porto Luz;173.845.506-71;F;02/01/1992;2;;False;;;31/08/2024 08:47;gabrielacarvalho99;21/10/2023 01:30;marcelosilva7;5,551194E+12;aline@yahoo.com.br
1165;João Jesus;130.964.597-21;M;27/06/1984;1;;False;;;13/03/2025 02:34;marcosrocha59;25/09/2024 07:58;andremoraes7;5,558200E+12;thiago95@gmail.com
1166;Stella Lima;43.471.589/8282-99;F;11/02/1966;1;9V9A3ZLV;True;24/12/2024 12:09;caioviana;06/04/2025 11:34;melissacostela;27/03/2025 13:38;leandrofreitas;5,555198E+12;gustavo18@uol.com.br
1167;Dr. Caio Porto;75.819.859/2580-52;O;12/03/1998;2;;False;;;03/05/2024 00:05;rafaelafogaca;25/11/2023 16:12;matheussilveira99;5,555192E+12;ana@uol.com.br
1168;Vicente Oliveira;033.360.720-37;;19/09/1980;2;;True;08/10/2023 05:10;lucasporto;06/10/2024 23:43;nataliacampos;06/10/2024 23:43;nataliacampos;5,558193E+12;henrique54@gmail.com
1169;Alice Alves;373.204.631-06;O;12/03/1982;1;KNWBN35T;True;06/11/2024 07:58;brunacunha99;01/05/2024 07:06;arthurfreitas30;01/05/2024 07:06;arthurfreitas30;5,551198E+12;felipe27@hotmail.com
1170;Sra. Raquel Isabella Barros;662.442.711-20;F;08/11/2003;2;;True;30/10/2024 13:58;rebecafarias73;25/11/2023 05:14;carolinacosta;06/05/2025 07:49;felipemoraes;5,558191E+12;marcos43@gmail.com
1171;Vinicius Renan Nunes;099.708.321-67;M;08/10/1991;2;KRN22X9R;True;24/05/2024 11:03;brunorezende;10/02/2024 12:13;bernardodias66;23/06/2024 16:18;igorcruz;5,553196E+12;giovanna37@gmail.com
1172;Dr. Vinícius Emilly Monteiro;494.663.824-53;;14/12/1986;1;UJFXUG3F;False;;;19/04/2025 16:29;samuelfreitas66;21/08/2024 22:46;igormendes;5,557196E+12;aline91@hotmail.com
1173;Samuel Alana Costa Fernandes;561.213.691-95;;01/08/1950;1;9WQIQKJY;True;29/11/2024 08:20;joaocampos96;04/11/2024 15:23;lucascavalcanti28;06/06/2024 01:09;melissapires26;5,554198E+12;aline36@yahoo.com.br
1174;Sophie Porto Silveira;736.563.074-52;F;05/02/1979;2;;False;;;18/01/2025 21:01;giovannaconceicao;31/07/2024 08:28;biancanovaes43;5,555199E+12;leticia@gmail.com
1175;Marcelo João Jesus Ramos;825.223.510-00;;29/11/1980;2;;False;;;17/04/2025 13:46;valentinamoraes;07/02/2025 04:50;diegosilveira39;5,558193E+12;lucas@bol.com.br
1176;Jéssica Paz;267.114.209-28;O;19/12/1950;2;982BXZRE;False;;;15/12/2023 01:06;brunagomes;27/07/2024 03:58;miguelfernandes73;5,554200E+12;thiago76@ig.com.br
1177;Sra. Matheus Pereira;318.073.497-96;;18/03/1990;1;;True;16/03/2024 11:41;marianaalves52;04/02/2024 11:40;anaalmeida;04/02/2024 11:40;anaalmeida;5,551190E+12;maria71@gmail.com
1178;Dra. Mariane Silveira Rocha;494.629.910-84;F;13/01/1996;1;CXHXXH73;True;03/09/2024 05:54;brunomelo;10/01/2024 13:05;gabrielnascimento;19/11/2024 15:28;leonardoalmeida92;5,556191E+12;luiz53@bol.com.br
1179;Matheus Peixoto;726.616.626-21;O;01/01/1952;1;KYBPJ4HM;True;21/08/2024 16:10;pauloporto90;21/10/2024 23:33;marinacastro;06/06/2024 13:55;davijesus;5,556196E+12;matheus@yahoo.com.br
1180;Gabriel Barbosa;704.223.385-70;;22/10/2004;1;I5SNQKV7;True;15/11/2024 00:36;giovannalima45;15/03/2024 23:42;brunadias;15/03/2024 23:42;brunadias;5,552194E+12;julia@bol.com.br
1181;Sr. Marcelo Araújo;77.729.756/4696-51;;27/12/1995;2;;True;29/01/2025 18:14;vitorbarros;03/12/2023 14:38;vitorrocha;19/10/2023 09:51;felipepaz5;5,558198E+12;danilo@hotmail.com
1182;Calebe Elisa Moura;374.340.940-29;O;27/08/1997;1;QYVTL06G;True;08/01/2025 18:01;felipepinto;15/02/2025 05:13;camilamelo74;08/02/2024 20:01;biancamoraes66;5,558199E+12;samuel@yahoo.com.br
1183;Eduarda Silveira;423.243.849-78;O;21/02/2002;1;TU73X4XD;True;23/11/2023 18:42;marcelocampos45;22/09/2024 05:43;enzomoreira;22/09/2024 05:43;enzomoreira;5,556194E+12;marcelo@uol.com.br
1184;Sr. Bianca Helena Nascimento;942.831.610-41;;04/01/1972;1;;True;20/09/2024 02:49;danielacosta;03/06/2024 01:56;paulopinto;21/10/2023 07:31;ceciliaaragao;5,557190E+12;manuela@bol.com.br
1185;Sr. Sophie Lorena Pinto;438.603.357-60;F;15/03/2001;2;ID8AHKQW;False;;;16/12/2024 07:23;marinamonteiro;22/02/2024 08:12;helenaviana;5,557195E+12;melissa17@hotmail.com
1186;Dr. Fernanda Beatriz Alves;257.439.343-97;F;28/03/1987;1;;True;01/02/2025 23:29;manuelacardoso;29/11/2023 23:37;rebecarosa57;02/04/2025 22:24;pedrosilva;5,554196E+12;marcelo@yahoo.com.br
1187;Sra. Luiza Farias;727.014.594-43;;10/05/1984;2;8LDFY8J6;True;25/01/2024 08:23;eduardoalves14;15/12/2023 14:58;carolinacampos;03/12/2024 05:42;danielacavalcanti;5,554194E+12;arthur93@uol.com.br
1188;Srta. Gabriel Lima Nunes;62.551.197/5750-20;M;21/12/1985;2;GV3C9HW3;True;30/10/2023 08:13;leandrobarros;15/03/2025 14:35;gabrielalves52;17/04/2024 05:51;paulooliveira;5,558193E+12;juliana96@gmail.com
1189;Sr. Raul Moreira;157.970.158-95;;09/10/1974;1;KVAN8HG5;True;28/12/2023 06:25;thiagoluz;03/11/2024 10:06;isabellafreitas;02/09/2024 11:27;leonardomoura27;5,554198E+12;giovanna70@uol.com.br
1190;Raquel Correia;522.867.674-77;O;05/02/1971;2;DMWWXK75;True;06/10/2023 09:43;carolinavieira;24/12/2024 13:45;marcelorezende;06/09/2024 23:55;marcelorocha54;5,555195E+12;melissa@yahoo.com.br
1191;Luna Barbosa;405.771.010-27;;19/06/1972;1;S5BOG0QB;False;;;27/01/2025 03:48;andrecunha;25/02/2024 04:49;sophiasantos46;5,551200E+12;carolina12@yahoo.com.br
1192;Benício Otávio Rosa;642.441.564-47;O;07/09/1978;1;CIPLK27P;True;16/03/2024 04:21;matheusconceicao;29/04/2024 01:34;eduardogoncalves;29/04/2024 01:34;eduardogoncalves;5,554200E+12;gustavo@uol.com.br
1193;Olivia Martins;057.469.325-46;;11/11/2002;2;;True;13/11/2024 09:15;beatrizpaz;27/09/2024 23:15;caiorodrigues;17/11/2023 12:08;luizmendes;5,558195E+12;vitor51@bol.com.br
1194;João Rezende Sales;404.207.185-90;;06/02/2007;1;;False;;;23/03/2025 01:22;miguelnogueira;23/03/2025 01:22;miguelnogueira;5,551194E+12;julia@gmail.com
1195;Eduarda Teixeira;152.182.487-98;F;25/04/1960;2;;False;;;07/03/2024 22:33;renanfogaca39;02/06/2024 16:34;joaomartins;5,556200E+12;valentina@ig.com.br
1196;Dra. Murilo Carlos Gonçalves;668.527.354-24;;17/09/1983;1;;False;;;06/03/2025 10:21;henriqueconceicao98;12/09/2024 13:57;giovannaramos;5,552192E+12;juliana@uol.com.br
1197;Srta. Nicolas Viana;674.214.478-23;M;06/11/1974;1;;True;17/10/2024 03:19;joaolima;23/02/2025 22:11;anarodrigues97;20/03/2024 16:38;larissavieira93;5,553200E+12;renan@hotmail.com
1198;Maria Costa Ribeiro;57.148.897/7765-55;F;08/05/1995;2;2P5339RV;True;14/11/2024 05:35;arthurcavalcanti94;17/02/2024 01:18;laragomes70;17/02/2024 01:18;laragomes70;5,554196E+12;ricardo78@bol.com.br
1199;Renan Vitor Fogaça;08.963.723/4437-73;M;10/11/1991;2;;False;;;11/11/2024 14:24;nataliabarros42;11/11/2024 14:24;nataliabarros42;5,552197E+12;gabriel89@ig.com.br
1200;Alexandre Rosa;92.121.475/8630-84;;07/03/2005;1;YM8SQDI8;True;15/01/2024 05:48;lucasvieira;19/05/2024 08:05;rafaelfarias;19/05/2024 08:05;rafaelfarias;5,558196E+12;larissa@bol.com.br
1201;Sr. Henrique Correia;257.098.460-37;;02/04/1962;1;EXX7LYGB;False;;;18/02/2024 00:30;melissagoncalves;18/02/2024 00:30;melissagoncalves;5,552195E+12;luiz@ig.com.br
1202;Dr. Isabella Lopes;277.376.434-56;F;29/10/1972;1;4T26UZBQ;False;;;01/04/2025 14:58;joaocardoso65;01/04/2025 14:58;joaocardoso65;5,557194E+12;leonardo@gmail.com
1203;Heloísa Cardoso;710.230.540-12;O;13/02/2003;2;ONMNYEBB;True;23/04/2024 14:26;alinemonteiro33;26/11/2023 17:44;juliadias;26/11/2023 17:44;juliadias;5,556193E+12;davi20@uol.com.br
1204;Sr. Danilo Ian Correia;954.514.634-55;O;16/10/1978;2;7EC305WG;False;;;20/12/2023 22:13;jessicarezende60;27/11/2024 15:27;viniciusbarros;5,551197E+12;maria42@uol.com.br
1205;Larissa Alves;38.500.881/4795-40;;09/10/1986;2;8PPN176T;True;02/08/2024 12:44;camilafernandes47;01/03/2024 16:25;danilocastro;27/01/2024 03:24;brunacarvalho;5,555193E+12;pedro@uol.com.br
1206;Enzo Costela;18.251.027/2274-48;O;07/01/1997;1;LEPIY17J;True;02/09/2024 14:02;leandrofernandes;12/07/2024 03:15;alinecardoso;04/01/2024 19:57;pauloaraujo;5,556197E+12;giovanna79@ig.com.br
1207;Nicole Pietra Cunha;01.318.276/9474-22;;28/08/1982;1;T65KENQ1;False;;;25/04/2024 04:30;diegoviana;15/10/2023 08:50;pedrovieira;5,557190E+12;natalia@gmail.com
1208;Carolina Ramos;04.778.608/2652-62;F;22/03/1967;2;Z67AY9Z9;False;;;29/09/2024 20:36;manuelaramos36;25/04/2024 23:35;daviteixeira;5,556191E+12;bruna@hotmail.com
1209;Dra. Melissa Mendes;53.903.502/2738-15;F;29/11/1965;2;;False;;;24/12/2024 23:33;leticiasouza25;31/10/2023 14:57;helenapaz;5,557198E+12;gabriel@yahoo.com.br
1210;Sr. Sarah Valentina Moreira;69.605.097/6321-89;F;14/01/1986;1;1QK14ZRF;False;;;08/12/2024 12:55;thiagoreis;10/01/2024 10:01;viniciuspires;5,558196E+12;ricardo79@ig.com.br
1211;Srta. Yasmin Monteiro;88.902.356/4781-98;F;14/09/1992;1;;True;21/10/2024 19:32;felipecunha79;07/02/2024 08:27;isabellamoura;07/02/2024 08:27;isabellamoura;5,557192E+12;isabella@yahoo.com.br
1212;Stella Ramos;79.800.082/1396-69;;25/06/1977;1;;True;24/11/2024 01:57;biancalopes9;06/05/2024 14:45;daniloluz45;17/01/2025 08:21;caioribeiro96;5,556198E+12;leandro@bol.com.br
1213;Benício Oliveira Cruz;226.086.813-80;;09/07/2004;2;;True;04/10/2024 02:01;julianacorreia2;11/02/2024 21:40;rafaelsales;29/01/2025 04:05;miguelaraujo18;5,552194E+12;cecilia@ig.com.br
1214;Dra. Raquel Alexandre Barbosa;17.205.089/6723-96;O;20/04/1997;1;4YNTG6NB;False;;;20/12/2023 14:53;helenamoreira;03/02/2025 07:21;davigoncalves5;5,555197E+12;yasmin@yahoo.com.br
1215;Davi Campos Rosa;17.081.951/2667-62;M;07/03/1980;2;496OMVHC;True;01/06/2024 14:16;marcossilveira;05/12/2023 04:39;lauralopes17;28/04/2025 20:02;carolinamoraes;5,551196E+12;beatriz@uol.com.br
1216;Bruna Caldeira;152.574.347-43;F;10/08/1983;1;X9PMG8K7;True;22/12/2024 05:55;matheuspaz45;04/01/2024 07:39;yasminbarbosa68;04/01/2024 07:39;yasminbarbosa68;5,553197E+12;marcos87@ig.com.br
1217;Dra. Eduardo Rocha;11.060.575/4058-56;;10/12/1962;1;;True;12/03/2024 03:48;mariamoraes;19/11/2023 13:37;gabrieloliveira;19/11/2023 13:37;gabrieloliveira;5,558198E+12;sophia72@gmail.com
1218;Sr. Esther Azevedo;082.543.046-75;O;25/01/1948;2;US7P8PRX;False;;;28/06/2024 17:00;isabellacampos68;17/09/2024 21:10;alexandreoliveira;5,552191E+12;lucas@gmail.com
1219;Sr. Clara Alana Gonçalves;45.274.617/2342-30;;05/01/1954;1;ZO1OQXDR;False;;;03/09/2024 03:49;rafaelmartins;08/11/2024 17:59;camilarezende3;5,558197E+12;alexandre37@uol.com.br
1220;Natália Daniela Rosa Santos;16.552.586/4842-94;F;23/11/1964;1;;True;08/07/2024 06:16;migueldias;05/10/2024 03:23;felipecostela;20/11/2023 07:01;arthurjesus;5,554194E+12;yasmin50@gmail.com
1221;Dr. Isabella Sophie Barbosa;74.681.120/9753-56;F;09/04/1993;2;Z2HKP0G5;True;23/12/2024 02:36;anacaldeira;18/12/2024 05:54;rodrigocunha53;18/12/2024 05:54;rodrigocunha53;5,554199E+12;miguel@ig.com.br
1222;Matheus Lucas Mendes;277.362.546-90;;03/06/1982;1;;False;;;15/02/2025 07:26;jessicasilveira81;20/02/2024 19:05;alexandrenogueira97;5,551197E+12;renan93@yahoo.com.br
1223;Camila Aurora Nogueira;01.773.689/4669-18;F;19/06/1998;2;1OVX46XI;False;;;09/11/2023 08:36;gabrielacunha;09/11/2023 08:36;gabrielacunha;5,557193E+12;leandro@gmail.com
1224;Fernanda Novaes;774.636.984-47;;11/07/1981;1;;True;19/08/2024 00:18;alexandresouza89;17/04/2024 14:21;felipenunes;27/11/2024 13:11;melissacostela;5,554190E+12;amanda74@gmail.com
1225;Dr. Valentina Gabriela Sales;31.323.654/4499-99;F;29/10/2001;2;SOFD9LCC;False;;;28/05/2024 23:19;beatrizmoreira87;28/05/2024 23:19;beatrizmoreira87;5,554199E+12;valentina53@bol.com.br
1226;Sra. Guilherme Fernandes;210.074.827-87;M;14/11/2004;1;BCQHSQJF;True;13/02/2024 11:12;juliananascimento;31/12/2023 22:16;alexandremoreira24;31/12/2023 22:16;alexandremoreira24;5,557194E+12;igor@yahoo.com.br
1227;Srta. Luiza Bruna Silveira;308.891.833-59;F;19/09/1951;1;;False;;;14/01/2024 04:35;matheusluz;14/01/2024 04:35;matheusluz;5,554193E+12;felipe@gmail.com
1228;Srta. Marcos Ian Castro;436.274.637-04;;04/06/2001;2;RY9FWMEK;False;;;02/04/2025 12:28;rodrigocastro59;15/01/2024 12:52;danilonunes;5,556197E+12;cecilia77@bol.com.br
1229;Dr. Samuel Mata;619.148.754-70;M;26/12/1980;2;;True;04/12/2023 20:12;amandaramos;30/11/2024 08:20;davilopes;30/11/2024 08:20;davilopes;5,558195E+12;laura@gmail.com
1230;Dr. Isis Fernandes;50.411.469/6830-31;O;11/04/1982;1;;True;11/04/2024 19:50;rafaelamata9;12/07/2024 04:43;felipebarros54;26/07/2024 17:25;fernandamata;5,555199E+12;bruna@hotmail.com
1231;Camila Raquel Rocha;700.247.941-79;O;21/02/1964;1;TW3R1MMQ;True;04/12/2023 20:21;paulomata;15/01/2025 09:53;matheusnovaes;15/01/2025 09:53;matheusnovaes;5,554199E+12;sophia30@bol.com.br
1232;Vitor Thales Duarte;06.154.160/2807-36;O;27/10/1954;1;9SC30QHZ;False;;;13/01/2024 12:36;samuelgoncalves87;13/01/2024 12:36;samuelgoncalves87;5,554199E+12;joao88@bol.com.br
1233;Noah Igor Castro;473.292.251-65;;03/03/1950;2;KDMOFQD1;True;02/10/2023 09:13;leticialuz51;19/09/2024 20:05;felipejesus;19/09/2024 20:05;felipejesus;5,558191E+12;luiz@gmail.com
1234;Carolina Rezende;16.972.129/9257-44;F;29/04/1949;1;KFE4WTB2;False;;;12/08/2024 15:49;gabrielcastro21;12/08/2024 15:49;gabrielcastro21;5,553198E+12;cecilia50@hotmail.com
1235;Thomas Azevedo;65.183.573/6229-19;;28/06/1971;2;IY5COULS;False;;;07/08/2024 14:22;luizcastro;07/08/2024 14:22;luizcastro;5,551195E+12;paulo18@gmail.com
1236;Emilly Dias;849.159.718-76;O;18/02/1988;1;YRIVZ5BZ;True;12/08/2024 10:23;manuelabarbosa53;24/01/2025 04:11;giovannaribeiro;24/01/2025 04:11;giovannaribeiro;5,557194E+12;marina@gmail.com
1237;Dr. Fernanda Melo;20.565.257/4821-58;O;23/01/1991;2;;True;19/06/2024 15:32;matheusduarte12;11/11/2023 03:26;isabellalima;11/11/2023 03:26;isabellalima;5,551194E+12;bernardo@uol.com.br
1238;Alice Peixoto;31.661.135/2127-81;F;01/12/1988;1;4WL3287U;False;;;20/09/2024 05:48;rafaelfarias;20/09/2024 05:48;rafaelfarias;5,553191E+12;helena@bol.com.br
1239;Clarice Mendes;74.243.107/3610-09;;06/03/2006;1;PPQ13DSO;False;;;08/07/2024 02:56;laraalves97;08/07/2024 02:56;laraalves97;5,557195E+12;vitor@ig.com.br
1240;Letícia Silveira;503.910.590-27;;10/07/1981;2;13KVARLO;True;25/12/2024 05:31;nicoleramos61;03/05/2024 16:10;marianascimento45;04/10/2024 07:24;igorlopes;5,555197E+12;andre88@hotmail.com
1241;Dra. Giovanna Lara Caldeira Barbosa;097.065.130-73;F;11/05/1997;1;V6JSWN1C;False;;;15/06/2024 21:33;andrelopes;15/06/2024 21:33;andrelopes;5,551199E+12;carolina91@uol.com.br
1242;Pedro Lima Silveira;28.175.009/2012-02;M;21/03/2003;2;ZFQRDYY6;True;21/01/2024 00:34;carlosconceicao;29/05/2024 07:50;alinemoreira;27/12/2023 03:50;nicolegomes9;5,556190E+12;maria7@bol.com.br
1243;Dr. Cecília Marcelo Melo;644.586.025-36;;14/03/1961;2;;False;;;29/04/2024 18:54;anafreitas58;14/06/2024 07:34;sophiacorreia;5,557191E+12;enzo75@gmail.com
1244;Dra. Emanuel Campos;759.673.736-81;O;01/08/1992;1;YJSYGYEQ;False;;;23/11/2023 22:27;caiocosta58;23/11/2023 22:27;caiocosta58;5,553196E+12;carlos76@ig.com.br
1245;Sra. Melissa Campos;198.726.911-58;F;01/07/2003;1;9TP6TO84;False;;;05/12/2023 14:14;carloscunha12;28/04/2025 15:19;ricardocruz58;5,553195E+12;cecilia30@uol.com.br
1246;Isaac Moreira;299.803.248-67;;11/01/1992;2;7AXKZG8T;True;24/12/2023 08:58;aliceramos;14/08/2024 22:44;alicedias;14/08/2024 22:44;alicedias;5,551198E+12;renan64@yahoo.com.br
1247;Isaac Yuri Barbosa;021.523.593-74;O;16/09/1958;1;7GPWYHDS;True;21/12/2024 05:34;camilamartins;26/03/2024 22:40;beatrizsilveira61;01/09/2024 07:13;miguelsilveira79;5,554195E+12;diego@gmail.com
1248;Dra. Amanda Novaes;96.434.606/5181-22;;27/07/1953;1;1A5CXVTS;False;;;04/03/2024 21:47;sophiagomes54;04/03/2024 21:47;sophiagomes54;5,552198E+12;felipe@uol.com.br
1249;Dra. Alana Thales Moura;06.564.225/8619-21;;19/03/1967;2;BC157XPV;False;;;22/11/2024 17:25;carolinaalmeida;17/01/2024 13:01;samuelcorreia44;5,553200E+12;aline17@ig.com.br
